target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2021-12-13,2021-12-18,01,quantile,0.01,16265.0
2 wk ahead cum death,2021-12-13,2021-12-25,01,quantile,0.01,16265.0
3 wk ahead cum death,2021-12-13,2022-01-01,01,quantile,0.01,16265.0
4 wk ahead cum death,2021-12-13,2022-01-08,01,quantile,0.01,16265.0
1 wk ahead cum death,2021-12-13,2021-12-18,01,quantile,0.025,16265.0
2 wk ahead cum death,2021-12-13,2021-12-25,01,quantile,0.025,16265.0
3 wk ahead cum death,2021-12-13,2022-01-01,01,quantile,0.025,16324.3
4 wk ahead cum death,2021-12-13,2022-01-08,01,quantile,0.025,16358.2
1 wk ahead cum death,2021-12-13,2021-12-18,01,quantile,0.05,16265.0
2 wk ahead cum death,2021-12-13,2021-12-25,01,quantile,0.05,16329.4
3 wk ahead cum death,2021-12-13,2022-01-01,01,quantile,0.05,16351.4
4 wk ahead cum death,2021-12-13,2022-01-08,01,quantile,0.05,16391.6
1 wk ahead cum death,2021-12-13,2021-12-18,01,quantile,0.1,16274.6
2 wk ahead cum death,2021-12-13,2021-12-25,01,quantile,0.1,16344.6
3 wk ahead cum death,2021-12-13,2022-01-01,01,quantile,0.1,16383.8
4 wk ahead cum death,2021-12-13,2022-01-08,01,quantile,0.1,16413.6
1 wk ahead cum death,2021-12-13,2021-12-18,01,quantile,0.15,16277.8
2 wk ahead cum death,2021-12-13,2021-12-25,01,quantile,0.15,16353.8
3 wk ahead cum death,2021-12-13,2022-01-01,01,quantile,0.15,16397.1
4 wk ahead cum death,2021-12-13,2022-01-08,01,quantile,0.15,16428.5
1 wk ahead cum death,2021-12-13,2021-12-18,01,quantile,0.2,16299.7
2 wk ahead cum death,2021-12-13,2021-12-25,01,quantile,0.2,16364.3
3 wk ahead cum death,2021-12-13,2022-01-01,01,quantile,0.2,16402.8
4 wk ahead cum death,2021-12-13,2022-01-08,01,quantile,0.2,16441.0
1 wk ahead cum death,2021-12-13,2021-12-18,01,quantile,0.25,16308.3
2 wk ahead cum death,2021-12-13,2021-12-25,01,quantile,0.25,16366.6
3 wk ahead cum death,2021-12-13,2022-01-01,01,quantile,0.25,16413.1
4 wk ahead cum death,2021-12-13,2022-01-08,01,quantile,0.25,16452.2
1 wk ahead cum death,2021-12-13,2021-12-18,01,quantile,0.3,16313.1
2 wk ahead cum death,2021-12-13,2021-12-25,01,quantile,0.3,16375.4
3 wk ahead cum death,2021-12-13,2022-01-01,01,quantile,0.3,16421.1
4 wk ahead cum death,2021-12-13,2022-01-08,01,quantile,0.3,16461.8
1 wk ahead cum death,2021-12-13,2021-12-18,01,quantile,0.35,16317.1
2 wk ahead cum death,2021-12-13,2021-12-25,01,quantile,0.35,16379.4
3 wk ahead cum death,2021-12-13,2022-01-01,01,quantile,0.35,16427.1
4 wk ahead cum death,2021-12-13,2022-01-08,01,quantile,0.35,16471.8
1 wk ahead cum death,2021-12-13,2021-12-18,01,quantile,0.4,16319.5
2 wk ahead cum death,2021-12-13,2021-12-25,01,quantile,0.4,16385.2
3 wk ahead cum death,2021-12-13,2022-01-01,01,quantile,0.4,16428.8
4 wk ahead cum death,2021-12-13,2022-01-08,01,quantile,0.4,16471.9
1 wk ahead cum death,2021-12-13,2021-12-18,01,quantile,0.45,16322.7
2 wk ahead cum death,2021-12-13,2021-12-25,01,quantile,0.45,16387.0
3 wk ahead cum death,2021-12-13,2022-01-01,01,quantile,0.45,16435.8
4 wk ahead cum death,2021-12-13,2022-01-08,01,quantile,0.45,16480.8
1 wk ahead cum death,2021-12-13,2021-12-18,01,quantile,0.5,16322.7
2 wk ahead cum death,2021-12-13,2021-12-25,01,quantile,0.5,16388.0
3 wk ahead cum death,2021-12-13,2022-01-01,01,quantile,0.5,16440.1
4 wk ahead cum death,2021-12-13,2022-01-08,01,quantile,0.5,16498.2
1 wk ahead cum death,2021-12-13,2021-12-18,01,quantile,0.55,16329.9
2 wk ahead cum death,2021-12-13,2021-12-25,01,quantile,0.55,16395.5
3 wk ahead cum death,2021-12-13,2022-01-01,01,quantile,0.55,16449.2
4 wk ahead cum death,2021-12-13,2022-01-08,01,quantile,0.55,16508.1
1 wk ahead cum death,2021-12-13,2021-12-18,01,quantile,0.6,16330.7
2 wk ahead cum death,2021-12-13,2021-12-25,01,quantile,0.6,16395.7
3 wk ahead cum death,2021-12-13,2022-01-01,01,quantile,0.6,16450.8
4 wk ahead cum death,2021-12-13,2022-01-08,01,quantile,0.6,16518.8
1 wk ahead cum death,2021-12-13,2021-12-18,01,quantile,0.65,16334.4
2 wk ahead cum death,2021-12-13,2021-12-25,01,quantile,0.65,16404.5
3 wk ahead cum death,2021-12-13,2022-01-01,01,quantile,0.65,16452.1
4 wk ahead cum death,2021-12-13,2022-01-08,01,quantile,0.65,16519.1
1 wk ahead cum death,2021-12-13,2021-12-18,01,quantile,0.7,16343.2
2 wk ahead cum death,2021-12-13,2021-12-25,01,quantile,0.7,16405.1
3 wk ahead cum death,2021-12-13,2022-01-01,01,quantile,0.7,16461.6
4 wk ahead cum death,2021-12-13,2022-01-08,01,quantile,0.7,16529.3
1 wk ahead cum death,2021-12-13,2021-12-18,01,quantile,0.75,16351.1
2 wk ahead cum death,2021-12-13,2021-12-25,01,quantile,0.75,16419.8
3 wk ahead cum death,2021-12-13,2022-01-01,01,quantile,0.75,16472.7
4 wk ahead cum death,2021-12-13,2022-01-08,01,quantile,0.75,16540.6
1 wk ahead cum death,2021-12-13,2021-12-18,01,quantile,0.8,16354.8
2 wk ahead cum death,2021-12-13,2021-12-25,01,quantile,0.8,16427.4
3 wk ahead cum death,2021-12-13,2022-01-01,01,quantile,0.8,16482.9
4 wk ahead cum death,2021-12-13,2022-01-08,01,quantile,0.8,16547.3
1 wk ahead cum death,2021-12-13,2021-12-18,01,quantile,0.85,16373.1
