target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2021-06-07,2021-06-12,01,quantile,0.01,11198.0
2 wk ahead cum death,2021-06-07,2021-06-19,01,quantile,0.01,11198.0
3 wk ahead cum death,2021-06-07,2021-06-26,01,quantile,0.01,11198.0
4 wk ahead cum death,2021-06-07,2021-07-03,01,quantile,0.01,11198.0
1 wk ahead cum death,2021-06-07,2021-06-12,01,quantile,0.025,11198.0
2 wk ahead cum death,2021-06-07,2021-06-19,01,quantile,0.025,11198.0
3 wk ahead cum death,2021-06-07,2021-06-26,01,quantile,0.025,11206.9
4 wk ahead cum death,2021-06-07,2021-07-03,01,quantile,0.025,11223.9
1 wk ahead cum death,2021-06-07,2021-06-12,01,quantile,0.05,11198.0
2 wk ahead cum death,2021-06-07,2021-06-19,01,quantile,0.05,11211.5
3 wk ahead cum death,2021-06-07,2021-06-26,01,quantile,0.05,11241.3
4 wk ahead cum death,2021-06-07,2021-07-03,01,quantile,0.05,11256.6
1 wk ahead cum death,2021-06-07,2021-06-12,01,quantile,0.1,11198.0
2 wk ahead cum death,2021-06-07,2021-06-19,01,quantile,0.1,11235.6
3 wk ahead cum death,2021-06-07,2021-06-26,01,quantile,0.1,11262.6
4 wk ahead cum death,2021-06-07,2021-07-03,01,quantile,0.1,11278.4
1 wk ahead cum death,2021-06-07,2021-06-12,01,quantile,0.15,11202.1
2 wk ahead cum death,2021-06-07,2021-06-19,01,quantile,0.15,11246.7
3 wk ahead cum death,2021-06-07,2021-06-26,01,quantile,0.15,11274.4
4 wk ahead cum death,2021-06-07,2021-07-03,01,quantile,0.15,11284.1
1 wk ahead cum death,2021-06-07,2021-06-12,01,quantile,0.2,11218.6
2 wk ahead cum death,2021-06-07,2021-06-19,01,quantile,0.2,11250.9
3 wk ahead cum death,2021-06-07,2021-06-26,01,quantile,0.2,11276.9
4 wk ahead cum death,2021-06-07,2021-07-03,01,quantile,0.2,11300.5
1 wk ahead cum death,2021-06-07,2021-06-12,01,quantile,0.25,11222.9
2 wk ahead cum death,2021-06-07,2021-06-19,01,quantile,0.25,11260.3
3 wk ahead cum death,2021-06-07,2021-06-26,01,quantile,0.25,11289.3
4 wk ahead cum death,2021-06-07,2021-07-03,01,quantile,0.25,11306.5
1 wk ahead cum death,2021-06-07,2021-06-12,01,quantile,0.3,11224.0
2 wk ahead cum death,2021-06-07,2021-06-19,01,quantile,0.3,11262.5
3 wk ahead cum death,2021-06-07,2021-06-26,01,quantile,0.3,11292.5
4 wk ahead cum death,2021-06-07,2021-07-03,01,quantile,0.3,11308.8
1 wk ahead cum death,2021-06-07,2021-06-12,01,quantile,0.35,11228.3
2 wk ahead cum death,2021-06-07,2021-06-19,01,quantile,0.35,11265.9
3 wk ahead cum death,2021-06-07,2021-06-26,01,quantile,0.35,11299.6
4 wk ahead cum death,2021-06-07,2021-07-03,01,quantile,0.35,11311.2
1 wk ahead cum death,2021-06-07,2021-06-12,01,quantile,0.4,11228.6
2 wk ahead cum death,2021-06-07,2021-06-19,01,quantile,0.4,11269.0
3 wk ahead cum death,2021-06-07,2021-06-26,01,quantile,0.4,11304.2
4 wk ahead cum death,2021-06-07,2021-07-03,01,quantile,0.4,11323.2
1 wk ahead cum death,2021-06-07,2021-06-12,01,quantile,0.45,11229.9
2 wk ahead cum death,2021-06-07,2021-06-19,01,quantile,0.45,11272.1
3 wk ahead cum death,2021-06-07,2021-06-26,01,quantile,0.45,11308.0
4 wk ahead cum death,2021-06-07,2021-07-03,01,quantile,0.45,11333.6
1 wk ahead cum death,2021-06-07,2021-06-12,01,quantile,0.5,11234.6
2 wk ahead cum death,2021-06-07,2021-06-19,01,quantile,0.5,11274.6
3 wk ahead cum death,2021-06-07,2021-06-26,01,quantile,0.5,11309.7
4 wk ahead cum death,2021-06-07,2021-07-03,01,quantile,0.5,11341.5
1 wk ahead cum death,2021-06-07,2021-06-12,01,quantile,0.55,11235.4
2 wk ahead cum death,2021-06-07,2021-06-19,01,quantile,0.55,11276.8
3 wk ahead cum death,2021-06-07,2021-06-26,01,quantile,0.55,11322.6
4 wk ahead cum death,2021-06-07,2021-07-03,01,quantile,0.55,11344.2
1 wk ahead cum death,2021-06-07,2021-06-12,01,quantile,0.6,11237.2
2 wk ahead cum death,2021-06-07,2021-06-19,01,quantile,0.6,11277.9
3 wk ahead cum death,2021-06-07,2021-06-26,01,quantile,0.6,11326.3
4 wk ahead cum death,2021-06-07,2021-07-03,01,quantile,0.6,11346.3
1 wk ahead cum death,2021-06-07,2021-06-12,01,quantile,0.65,11240.6
2 wk ahead cum death,2021-06-07,2021-06-19,01,quantile,0.65,11278.4
3 wk ahead cum death,2021-06-07,2021-06-26,01,quantile,0.65,11327.1
4 wk ahead cum death,2021-06-07,2021-07-03,01,quantile,0.65,11351.0
1 wk ahead cum death,2021-06-07,2021-06-12,01,quantile,0.7,11243.8
2 wk ahead cum death,2021-06-07,2021-06-19,01,quantile,0.7,11290.4
3 wk ahead cum death,2021-06-07,2021-06-26,01,quantile,0.7,11335.7
4 wk ahead cum death,2021-06-07,2021-07-03,01,quantile,0.7,11357.2
1 wk ahead cum death,2021-06-07,2021-06-12,01,quantile,0.75,11253.9
2 wk ahead cum death,2021-06-07,2021-06-19,01,quantile,0.75,11293.1
3 wk ahead cum death,2021-06-07,2021-06-26,01,quantile,0.75,11341.1
4 wk ahead cum death,2021-06-07,2021-07-03,01,quantile,0.75,11371.1
1 wk ahead cum death,2021-06-07,2021-06-12,01,quantile,0.8,11256.4
2 wk ahead cum death,2021-06-07,2021-06-19,01,quantile,0.8,11303.9
3 wk ahead cum death,2021-06-07,2021-06-26,01,quantile,0.8,11348.3
4 wk ahead cum death,2021-06-07,2021-07-03,01,quantile,0.8,11384.3
1 wk ahead cum death,2021-06-07,2021-06-12,01,quantile,0.85,11268.1
2 wk ahead cum death,2021-06-07,2021-06-19,01,quantile,0.85,11311.3
3 wk ahead cum death,2021-06-07,2021-06-26,01,quantile,0.85,11370.3
4 wk ahead cum death,2021-06-07,2021-07-03,01,quantile,0.85,11398.8
1 wk ahead cum death,2021-06-07,2021-06-12,01,quantile,0.9,11290.5
2 wk ahead cum death,2021-06-07,2021-06-19,01,quantile,0.9,11328.7
3 wk ahead cum death,2021-06-07,2021-06-26,01,quantile,0.9,11379.8
4 wk ahead cum death,2021-06-07,2021-07-03,01,quantile,0.9,11421.2
1 wk ahead cum death,2021-06-07,2021-06-12,01,quantile,0.95,11316.9
2 wk ahead cum death,2021-06-07,2021-06-19,01,quantile,0.95,11346.5
3 wk ahead cum death,2021-06-07,2021-06-26,01,quantile,0.95,11413.7
