target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2022-01-03,2022-01-08,01,quantile,0.01,16455.0
2 wk ahead cum death,2022-01-03,2022-01-15,01,quantile,0.01,16455.0
3 wk ahead cum death,2022-01-03,2022-01-22,01,quantile,0.01,16455.0
4 wk ahead cum death,2022-01-03,2022-01-29,01,quantile,0.01,16455.0
1 wk ahead cum death,2022-01-03,2022-01-08,01,quantile,0.025,16455.0
2 wk ahead cum death,2022-01-03,2022-01-15,01,quantile,0.025,16455.0
3 wk ahead cum death,2022-01-03,2022-01-22,01,quantile,0.025,16573.2
4 wk ahead cum death,2022-01-03,2022-01-29,01,quantile,0.025,16983.5
1 wk ahead cum death,2022-01-03,2022-01-08,01,quantile,0.05,16455.0
2 wk ahead cum death,2022-01-03,2022-01-15,01,quantile,0.05,16561.9
3 wk ahead cum death,2022-01-03,2022-01-22,01,quantile,0.05,16760.8
4 wk ahead cum death,2022-01-03,2022-01-29,01,quantile,0.05,17094.7
1 wk ahead cum death,2022-01-03,2022-01-08,01,quantile,0.1,16465.6
2 wk ahead cum death,2022-01-03,2022-01-15,01,quantile,0.1,16621.2
3 wk ahead cum death,2022-01-03,2022-01-22,01,quantile,0.1,16825.4
4 wk ahead cum death,2022-01-03,2022-01-29,01,quantile,0.1,17150.4
1 wk ahead cum death,2022-01-03,2022-01-08,01,quantile,0.15,16493.2
2 wk ahead cum death,2022-01-03,2022-01-15,01,quantile,0.15,16628.2
3 wk ahead cum death,2022-01-03,2022-01-22,01,quantile,0.15,16853.3
4 wk ahead cum death,2022-01-03,2022-01-29,01,quantile,0.15,17169.3
1 wk ahead cum death,2022-01-03,2022-01-08,01,quantile,0.2,16517.6
2 wk ahead cum death,2022-01-03,2022-01-15,01,quantile,0.2,16642.2
3 wk ahead cum death,2022-01-03,2022-01-22,01,quantile,0.2,16875.5
4 wk ahead cum death,2022-01-03,2022-01-29,01,quantile,0.2,17183.4
1 wk ahead cum death,2022-01-03,2022-01-08,01,quantile,0.25,16535.2
2 wk ahead cum death,2022-01-03,2022-01-15,01,quantile,0.25,16661.0
3 wk ahead cum death,2022-01-03,2022-01-22,01,quantile,0.25,16895.4
4 wk ahead cum death,2022-01-03,2022-01-29,01,quantile,0.25,17223.8
1 wk ahead cum death,2022-01-03,2022-01-08,01,quantile,0.3,16543.8
2 wk ahead cum death,2022-01-03,2022-01-15,01,quantile,0.3,16682.0
3 wk ahead cum death,2022-01-03,2022-01-22,01,quantile,0.3,16902.6
4 wk ahead cum death,2022-01-03,2022-01-29,01,quantile,0.3,17250.1
1 wk ahead cum death,2022-01-03,2022-01-08,01,quantile,0.35,16553.5
2 wk ahead cum death,2022-01-03,2022-01-15,01,quantile,0.35,16688.2
3 wk ahead cum death,2022-01-03,2022-01-22,01,quantile,0.35,16912.9
4 wk ahead cum death,2022-01-03,2022-01-29,01,quantile,0.35,17272.1
1 wk ahead cum death,2022-01-03,2022-01-08,01,quantile,0.4,16561.9
2 wk ahead cum death,2022-01-03,2022-01-15,01,quantile,0.4,16692.8
3 wk ahead cum death,2022-01-03,2022-01-22,01,quantile,0.4,16928.6
4 wk ahead cum death,2022-01-03,2022-01-29,01,quantile,0.4,17284.9
1 wk ahead cum death,2022-01-03,2022-01-08,01,quantile,0.45,16563.8
2 wk ahead cum death,2022-01-03,2022-01-15,01,quantile,0.45,16704.1
3 wk ahead cum death,2022-01-03,2022-01-22,01,quantile,0.45,16931.5
4 wk ahead cum death,2022-01-03,2022-01-29,01,quantile,0.45,17286.1
1 wk ahead cum death,2022-01-03,2022-01-08,01,quantile,0.5,16568.4
2 wk ahead cum death,2022-01-03,2022-01-15,01,quantile,0.5,16710.9
3 wk ahead cum death,2022-01-03,2022-01-22,01,quantile,0.5,16947.2
4 wk ahead cum death,2022-01-03,2022-01-29,01,quantile,0.5,17359.5
1 wk ahead cum death,2022-01-03,2022-01-08,01,quantile,0.55,16572.4
2 wk ahead cum death,2022-01-03,2022-01-15,01,quantile,0.55,16715.1
3 wk ahead cum death,2022-01-03,2022-01-22,01,quantile,0.55,16986.7
4 wk ahead cum death,2022-01-03,2022-01-29,01,quantile,0.55,17396.9
1 wk ahead cum death,2022-01-03,2022-01-08,01,quantile,0.6,16575.5
2 wk ahead cum death,2022-01-03,2022-01-15,01,quantile,0.6,16730.6
3 wk ahead cum death,2022-01-03,2022-01-22,01,quantile,0.6,16987.5
4 wk ahead cum death,2022-01-03,2022-01-29,01,quantile,0.6,17423.7
