target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2021-08-30,2021-09-04,01,quantile,0.01,12219.0
2 wk ahead cum death,2021-08-30,2021-09-11,01,quantile,0.01,12219.0
3 wk ahead cum death,2021-08-30,2021-09-18,01,quantile,0.01,12219.0
4 wk ahead cum death,2021-08-30,2021-09-25,01,quantile,0.01,12219.0
1 wk ahead cum death,2021-08-30,2021-09-04,01,quantile,0.025,12219.0
2 wk ahead cum death,2021-08-30,2021-09-11,01,quantile,0.025,12219.0
3 wk ahead cum death,2021-08-30,2021-09-18,01,quantile,0.025,12219.0
4 wk ahead cum death,2021-08-30,2021-09-25,01,quantile,0.025,12219.0
1 wk ahead cum death,2021-08-30,2021-09-04,01,quantile,0.05,12219.0
2 wk ahead cum death,2021-08-30,2021-09-11,01,quantile,0.05,12421.9
3 wk ahead cum death,2021-08-30,2021-09-18,01,quantile,0.05,12472.3
4 wk ahead cum death,2021-08-30,2021-09-25,01,quantile,0.05,12537.6
1 wk ahead cum death,2021-08-30,2021-09-04,01,quantile,0.1,12247.2
2 wk ahead cum death,2021-08-30,2021-09-11,01,quantile,0.1,12506.7
3 wk ahead cum death,2021-08-30,2021-09-18,01,quantile,0.1,12651.5
4 wk ahead cum death,2021-08-30,2021-09-25,01,quantile,0.1,12680.4
1 wk ahead cum death,2021-08-30,2021-09-04,01,quantile,0.15,12322.1
2 wk ahead cum death,2021-08-30,2021-09-11,01,quantile,0.15,12541.6
3 wk ahead cum death,2021-08-30,2021-09-18,01,quantile,0.15,12797.3
4 wk ahead cum death,2021-08-30,2021-09-25,01,quantile,0.15,12799.5
1 wk ahead cum death,2021-08-30,2021-09-04,01,quantile,0.2,12352.4
2 wk ahead cum death,2021-08-30,2021-09-11,01,quantile,0.2,12572.3
3 wk ahead cum death,2021-08-30,2021-09-18,01,quantile,0.2,12827.9
4 wk ahead cum death,2021-08-30,2021-09-25,01,quantile,0.2,12848.3
1 wk ahead cum death,2021-08-30,2021-09-04,01,quantile,0.25,12377.7
2 wk ahead cum death,2021-08-30,2021-09-11,01,quantile,0.25,12592.9
3 wk ahead cum death,2021-08-30,2021-09-18,01,quantile,0.25,12853.8
4 wk ahead cum death,2021-08-30,2021-09-25,01,quantile,0.25,13075.8
1 wk ahead cum death,2021-08-30,2021-09-04,01,quantile,0.3,12417.9
2 wk ahead cum death,2021-08-30,2021-09-11,01,quantile,0.3,12623.8
3 wk ahead cum death,2021-08-30,2021-09-18,01,quantile,0.3,12868.6
4 wk ahead cum death,2021-08-30,2021-09-25,01,quantile,0.3,13109.6
1 wk ahead cum death,2021-08-30,2021-09-04,01,quantile,0.35,12428.4
2 wk ahead cum death,2021-08-30,2021-09-11,01,quantile,0.35,12638.9
3 wk ahead cum death,2021-08-30,2021-09-18,01,quantile,0.35,12893.5
4 wk ahead cum death,2021-08-30,2021-09-25,01,quantile,0.35,13137.8
1 wk ahead cum death,2021-08-30,2021-09-04,01,quantile,0.4,12436.9
2 wk ahead cum death,2021-08-30,2021-09-11,01,quantile,0.4,12662.4
3 wk ahead cum death,2021-08-30,2021-09-18,01,quantile,0.4,12918.0
4 wk ahead cum death,2021-08-30,2021-09-25,01,quantile,0.4,13158.6
1 wk ahead cum death,2021-08-30,2021-09-04,01,quantile,0.45,12441.4
2 wk ahead cum death,2021-08-30,2021-09-11,01,quantile,0.45,12676.5
3 wk ahead cum death,2021-08-30,2021-09-18,01,quantile,0.45,12934.1
4 wk ahead cum death,2021-08-30,2021-09-25,01,quantile,0.45,13186.4
1 wk ahead cum death,2021-08-30,2021-09-04,01,quantile,0.5,12454.3
2 wk ahead cum death,2021-08-30,2021-09-11,01,quantile,0.5,12692.8
3 wk ahead cum death,2021-08-30,2021-09-18,01,quantile,0.5,12946.9
4 wk ahead cum death,2021-08-30,2021-09-25,01,quantile,0.5,13198.8
1 wk ahead cum death,2021-08-30,2021-09-04,01,quantile,0.55,12454.6
2 wk ahead cum death,2021-08-30,2021-09-11,01,quantile,0.55,12699.7
3 wk ahead cum death,2021-08-30,2021-09-18,01,quantile,0.55,12974.9
4 wk ahead cum death,2021-08-30,2021-09-25,01,quantile,0.55,13252.6
1 wk ahead cum death,2021-08-30,2021-09-04,01,quantile,0.6,12458.4
2 wk ahead cum death,2021-08-30,2021-09-11,01,quantile,0.6,12715.2
3 wk ahead cum death,2021-08-30,2021-09-18,01,quantile,0.6,12993.2
4 wk ahead cum death,2021-08-30,2021-09-25,01,quantile,0.6,13278.5
1 wk ahead cum death,2021-08-30,2021-09-04,01,quantile,0.65,12470.5
2 wk ahead cum death,2021-08-30,2021-09-11,01,quantile,0.65,12723.1
3 wk ahead cum death,2021-08-30,2021-09-18,01,quantile,0.65,13009.6
4 wk ahead cum death,2021-08-30,2021-09-25,01,quantile,0.65,13297.9
1 wk ahead cum death,2021-08-30,2021-09-04,01,quantile,0.7,12475.4
2 wk ahead cum death,2021-08-30,2021-09-11,01,quantile,0.7,12741.5
3 wk ahead cum death,2021-08-30,2021-09-18,01,quantile,0.7,13032.5
4 wk ahead cum death,2021-08-30,2021-09-25,01,quantile,0.7,13323.1
1 wk ahead cum death,2021-08-30,2021-09-04,01,quantile,0.75,12484.0
2 wk ahead cum death,2021-08-30,2021-09-11,01,quantile,0.75,12754.5
3 wk ahead cum death,2021-08-30,2021-09-18,01,quantile,0.75,13057.6
4 wk ahead cum death,2021-08-30,2021-09-25,01,quantile,0.75,13355.8
1 wk ahead cum death,2021-08-30,2021-09-04,01,quantile,0.8,12491.7
