target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.01,12000.0
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.01,12000.0
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.01,12000.0
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.01,12000.0
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.025,12060.0
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.025,12085.6
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.025,12140.9
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.025,12447.0
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.05,12116.8
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.05,12296.5
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.05,12428.5
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.05,12675.2
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.1,12145.4
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.1,12334.0
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.1,12554.7
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.1,12736.5
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.15,12172.9
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.15,12380.5
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.15,12589.2
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.15,12844.3
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.2,12196.7
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.2,12412.9
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.2,12630.1
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.2,12870.7
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.25,12209.2
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.25,12431.0
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.25,12675.6
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.25,12903.3
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.3,12220.4
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.3,12441.0
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.3,12680.7
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.3,12949.2
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.35,12227.4
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.35,12459.8
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.35,12718.5
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.35,12971.7
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.4,12234.9
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.4,12475.7
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.4,12731.8
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.4,12990.2
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.45,12238.7
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.45,12487.7
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.45,12748.6
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.45,13025.8
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.5,12248.1
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.5,12503.7
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.5,12763.4
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.5,13071.7
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.55,12254.9
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.55,12518.8
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.55,12811.6
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.55,13098.1
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.6,12261.7
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.6,12526.3
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.6,12822.9
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.6,13124.2
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.65,12272.5
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.65,12538.4
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.65,12842.7
4 wk ahead cum death,2021-08-23,2021-09-18,01,quantile,0.65,13159.7
1 wk ahead cum death,2021-08-23,2021-08-28,01,quantile,0.7,12277.8
2 wk ahead cum death,2021-08-23,2021-09-04,01,quantile,0.7,12556.9
3 wk ahead cum death,2021-08-23,2021-09-11,01,quantile,0.7,12871.5
