target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.01,16185.0
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.01,16185.0
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.01,16185.0
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.01,16185.0
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.025,16185.0
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.025,16214.6
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.025,16254.2
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.025,16264.2
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.05,16197.6
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.05,16241.3
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.05,16288.8
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.05,16309.7
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.1,16210.4
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.1,16252.8
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.1,16295.2
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.1,16324.0
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.15,16218.5
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.15,16252.9
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.15,16310.3
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.15,16340.3
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.2,16222.6
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.2,16268.7
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.2,16315.4
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.2,16350.7
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.25,16229.0
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.25,16271.5
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.25,16319.1
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.25,16367.4
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.3,16230.3
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.3,16274.9
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.3,16327.4
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.3,16376.4
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.35,16230.8
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.35,16280.5
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.35,16332.2
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.35,16379.5
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.4,16231.1
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.4,16281.3
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.4,16332.4
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.4,16390.6
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.45,16233.7
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.45,16287.7
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.45,16338.2
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.45,16392.1
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.5,16238.6
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.5,16287.7
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.5,16340.1
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.5,16406.7
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.55,16240.3
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.55,16290.0
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.55,16346.0
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.55,16409.7
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.6,16243.1
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.6,16290.1
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.6,16346.0
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.6,16415.7
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.65,16243.9
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.65,16296.4
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.65,16353.0
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.65,16421.7
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.7,16248.2
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.7,16297.6
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.7,16370.7
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.7,16439.1
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.75,16249.8
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.75,16301.9
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.75,16370.9
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.75,16440.7
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.8,16257.5
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.8,16304.5
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.8,16381.1
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.8,16456.8
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.85,16265.7
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.85,16316.2
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.85,16395.1
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.85,16473.1
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.9,16294.6
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.9,16332.5
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.9,16405.4
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.9,16496.1
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.95,16312.8
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.95,16387.7
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.95,16429.3
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.95,16562.4
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.975,16395.9
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.975,16420.0
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.975,16499.3
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.975,16763.5
1 wk ahead cum death,2021-12-06,2021-12-11,01,quantile,0.99,16463.5
2 wk ahead cum death,2021-12-06,2021-12-18,01,quantile,0.99,16703.8
3 wk ahead cum death,2021-12-06,2021-12-25,01,quantile,0.99,16944.5
4 wk ahead cum death,2021-12-06,2022-01-01,01,quantile,0.99,17257.2
1 wk ahead cum death,2021-12-06,2021-12-11,02,quantile,0.01,883.0
2 wk ahead cum death,2021-12-06,2021-12-18,02,quantile,0.01,883.0
3 wk ahead cum death,2021-12-06,2021-12-25,02,quantile,0.01,883.0
4 wk ahead cum death,2021-12-06,2022-01-01,02,quantile,0.01,883.0
1 wk ahead cum death,2021-12-06,2021-12-11,02,quantile,0.025,883.0
2 wk ahead cum death,2021-12-06,2021-12-18,02,quantile,0.025,887.6
3 wk ahead cum death,2021-12-06,2021-12-25,02,quantile,0.025,889.0
4 wk ahead cum death,2021-12-06,2022-01-01,02,quantile,0.025,900.6
1 wk ahead cum death,2021-12-06,2021-12-11,02,quantile,0.05,883.0
2 wk ahead cum death,2021-12-06,2021-12-18,02,quantile,0.05,893.0
