target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2022-02-14,2022-02-19,01,quantile,0.01,17571.0
2 wk ahead cum death,2022-02-14,2022-02-26,01,quantile,0.01,17571.0
3 wk ahead cum death,2022-02-14,2022-03-05,01,quantile,0.01,17571.0
4 wk ahead cum death,2022-02-14,2022-03-12,01,quantile,0.01,17571.0
1 wk ahead cum death,2022-02-14,2022-02-19,01,quantile,0.025,17571.0
2 wk ahead cum death,2022-02-14,2022-02-26,01,quantile,0.025,17571.0
3 wk ahead cum death,2022-02-14,2022-03-05,01,quantile,0.025,17571.0
4 wk ahead cum death,2022-02-14,2022-03-12,01,quantile,0.025,17571.0
1 wk ahead cum death,2022-02-14,2022-02-19,01,quantile,0.05,17571.0
2 wk ahead cum death,2022-02-14,2022-02-26,01,quantile,0.05,17571.0
3 wk ahead cum death,2022-02-14,2022-03-05,01,quantile,0.05,17638.2
4 wk ahead cum death,2022-02-14,2022-03-12,01,quantile,0.05,17729.1
1 wk ahead cum death,2022-02-14,2022-02-19,01,quantile,0.1,17662.7
2 wk ahead cum death,2022-02-14,2022-02-26,01,quantile,0.1,17715.5
3 wk ahead cum death,2022-02-14,2022-03-05,01,quantile,0.1,17794.0
4 wk ahead cum death,2022-02-14,2022-03-12,01,quantile,0.1,17803.4
1 wk ahead cum death,2022-02-14,2022-02-19,01,quantile,0.15,17679.2
2 wk ahead cum death,2022-02-14,2022-02-26,01,quantile,0.15,17797.2
3 wk ahead cum death,2022-02-14,2022-03-05,01,quantile,0.15,17865.1
4 wk ahead cum death,2022-02-14,2022-03-12,01,quantile,0.15,17881.3
1 wk ahead cum death,2022-02-14,2022-02-19,01,quantile,0.2,17716.1
2 wk ahead cum death,2022-02-14,2022-02-26,01,quantile,0.2,17856.4
3 wk ahead cum death,2022-02-14,2022-03-05,01,quantile,0.2,17905.9
4 wk ahead cum death,2022-02-14,2022-03-12,01,quantile,0.2,17951.2
1 wk ahead cum death,2022-02-14,2022-02-19,01,quantile,0.25,17725.9
2 wk ahead cum death,2022-02-14,2022-02-26,01,quantile,0.25,17870.7
3 wk ahead cum death,2022-02-14,2022-03-05,01,quantile,0.25,17916.6
4 wk ahead cum death,2022-02-14,2022-03-12,01,quantile,0.25,18045.9
1 wk ahead cum death,2022-02-14,2022-02-19,01,quantile,0.3,17741.4
2 wk ahead cum death,2022-02-14,2022-02-26,01,quantile,0.3,17902.8
3 wk ahead cum death,2022-02-14,2022-03-05,01,quantile,0.3,17960.3
4 wk ahead cum death,2022-02-14,2022-03-12,01,quantile,0.3,18117.4
1 wk ahead cum death,2022-02-14,2022-02-19,01,quantile,0.35,17745.1
2 wk ahead cum death,2022-02-14,2022-02-26,01,quantile,0.35,17908.9
3 wk ahead cum death,2022-02-14,2022-03-05,01,quantile,0.35,18027.3
4 wk ahead cum death,2022-02-14,2022-03-12,01,quantile,0.35,18119.3
1 wk ahead cum death,2022-02-14,2022-02-19,01,quantile,0.4,17747.7
2 wk ahead cum death,2022-02-14,2022-02-26,01,quantile,0.4,17930.1
3 wk ahead cum death,2022-02-14,2022-03-05,01,quantile,0.4,18027.6
4 wk ahead cum death,2022-02-14,2022-03-12,01,quantile,0.4,18144.0
1 wk ahead cum death,2022-02-14,2022-02-19,01,quantile,0.45,17752.1
2 wk ahead cum death,2022-02-14,2022-02-26,01,quantile,0.45,17934.7
3 wk ahead cum death,2022-02-14,2022-03-05,01,quantile,0.45,18033.7
4 wk ahead cum death,2022-02-14,2022-03-12,01,quantile,0.45,18144.9
1 wk ahead cum death,2022-02-14,2022-02-19,01,quantile,0.5,17756.3
2 wk ahead cum death,2022-02-14,2022-02-26,01,quantile,0.5,17940.8
